student_name,gender,grade,school_name,type,reading_score,math_score
Tony Coleman,M,9th,Farmer High School,District,70,68
Michael Green,M,9th,Farmer High School,District,94,79
Felicia Smith,F,11th,Farmer High School,District,67,70
Shannon Valentine,F,9th,Farmer High School,District,98,92
Kimberly Skinner,F,12th,Farmer High School,District,80,85
Dalton Figueroa,M,12th,Farmer High School,District,99,76
Michael Harris,M,10th,Farmer High School,District,65,87
Sharon Marshall,F,12th,Farmer High School,District,76,75
Madison Hill,F,9th,Farmer High School,District,90,69
Kristi Flynn,F,9th,Farmer High School,District,55,78
Diana Beasley,F,10th,Farmer High School,District,68,84
Ryan Velez,M,10th,Farmer High School,District,71,83
Lori Morgan,F,9th,Farmer High School,District,57,86
Wendy Reyes,F,11th,Farmer High School,District,74,88
Christopher Johnson,M,12th,Farmer High School,District,83,96
Sarah Roy,F,10th,Farmer High School,District,60,89
Kathleen Johnson,F,10th,Farmer High School,District,73,95
Katherine Jenkins,F,10th,Farmer High School,District,88,81
Donald Ward,M,12th,Farmer High School,District,95,95
Amber Ingram,F,11th,Farmer High School,District,99,64
Kurt Franklin,M,10th,Farmer High School,District,90,99
Joseph Payne,M,12th,Farmer High School,District,82,86
Sabrina Walker,F,10th,Farmer High School,District,76,97
Michael Rogers,M,12th,Farmer High School,District,94,74
Jonathan Gomez,M,11th,Farmer High School,District,63,99
Ralph Simmons,M,10th,Farmer High School,District,78,95
Annette Ray,F,9th,Farmer High School,District,95,85
Daniel Sanders,M,12th,Farmer High School,District,63,93
Jessica Lee,F,10th,Farmer High School,District,59,86
Louis Lopez,M,10th,Farmer High School,District,73,99
Daniel Howard,M,10th,Farmer High School,District,92,79
William Martinez,M,12th,Farmer High School,District,71,88
Jaime Harvey,F,9th,Farmer High School,District,68,85
Sydney Baldwin,F,12th,Farmer High School,District,91,97
Edward Lam,M,10th,Farmer High School,District,64,77
Yolanda Webb,F,10th,Farmer High School,District,84,87
Derek Johnson,M,10th,Farmer High School,District,73,99
Danielle Dalton,F,10th,Farmer High School,District,61,86
Erin Ochoa,F,9th,Farmer High School,District,60,89
Amanda Miller,F,10th,Farmer High School,District,82,90
Matthew Brown,M,11th,Farmer High School,District,62,82
Tiffany Frye,F,10th,Farmer High School,District,75,72
David Holland MD,M,11th,Farmer High School,District,63,65
Misty Gregory,F,9th,Farmer High School,District,81,92
Breanna Guzman,F,10th,Farmer High School,District,98,76
Charles Bates,M,12th,Farmer High School,District,61,97
Deborah Harris,F,9th,Farmer High School,District,92,88
Zachary Gates,M,11th,Farmer High School,District,78,66
Anne Dorsey,F,9th,Farmer High School,District,90,93
Samuel Campbell,M,10th,Farmer High School,District,82,75
Danielle George,F,9th,Farmer High School,District,70,69
Caroline Mendoza,F,9th,Farmer High School,District,70,93
James Smith,M,9th,Farmer High School,District,65,65
Michele Gomez,F,12th,Farmer High School,District,85,93
Alicia Farley,F,9th,Farmer High School,District,79,68
Elizabeth Lowery,F,11th,Farmer High School,District,62,86
Alan Stevens,M,10th,Farmer High School,District,72,94
Karen Valdez,F,11th,Farmer High School,District,69,80
Sabrina Mcdonald,F,12th,Farmer High School,District,94,90
Rachel Willis,F,12th,Farmer High School,District,58,97
Robert Dixon,M,9th,Farmer High School,District,76,78
Jorge Brown,M,10th,Farmer High School,District,66,72
Michael Taylor,M,10th,Farmer High School,District,88,84
Karen Miller,F,9th,Farmer High School,District,60,94
Jacob Richard,M,9th,Farmer High School,District,86,93
John Mcmillan,M,9th,Farmer High School,District,84,69
Noah Gordon,M,12th,Farmer High School,District,67,99
Scott Nelson,M,10th,Farmer High School,District,76,85
Dr. Karen Sanchez,F,11th,Farmer High School,District,66,86
Mrs. Christina Acosta,F,10th,Farmer High School,District,82,93
Joshua Herrera,M,9th,Farmer High School,District,75,68
Andrea Ortiz,F,10th,Farmer High School,District,92,72
Maria Fowler,F,10th,Farmer High School,District,63,72
John Rodriguez,M,12th,Farmer High School,District,95,93
Russell Deleon,M,12th,Farmer High School,District,65,93
Kevin Miller,M,11th,Farmer High School,District,56,95
Susan Kim,F,11th,Farmer High School,District,67,81
Anthony Griffin,M,11th,Farmer High School,District,73,73
Stephen Dunn,M,10th,Farmer High School,District,61,66
Donald Charles,M,10th,Farmer High School,District,74,79
James Johnson,M,10th,Farmer High School,District,63,91
Tina Cruz,F,11th,Farmer High School,District,60,70
Summer Simpson,F,11th,Farmer High School,District,61,98
Julie Ramirez,F,12th,Farmer High School,District,85,80
Michael Lane,M,11th,Farmer High School,District,91,72
Shawn Hendricks,M,10th,Farmer High School,District,93,70
Vanessa Kim,F,9th,Farmer High School,District,91,84
Maureen Bailey,F,10th,Farmer High School,District,97,85
Anne Taylor,F,9th,Farmer High School,District,57,76
Michael Lewis,M,9th,Farmer High School,District,62,65
Holly Moss,F,10th,Farmer High School,District,63,87
Kevin Murray,M,11th,Farmer High School,District,56,88
Eric Levine,M,10th,Farmer High School,District,70,76
David Klein,M,9th,Farmer High School,District,70,80
Johnny Li,M,11th,Farmer High School,District,65,81
Jessica Ho,F,11th,Farmer High School,District,57,74
Derrick Horne,M,10th,Farmer High School,District,81,68
Lindsay Thompson,F,10th,Farmer High School,District,62,66
Julie Young,F,11th,Farmer High School,District,64,75
Frederick Williams,M,9th,Farmer High School,District,89,89
Tina Davis,F,9th,Farmer High School,District,88,98
Andrew Fox,M,10th,Farmer High School,District,95,84
Hannah Jordan,F,11th,Farmer High School,District,81,78
Heather Robinson,F,10th,Farmer High School,District,96,88
Monica Lowe,F,10th,Farmer High School,District,58,80
Rachel Davis,F,10th,Farmer High School,District,68,68
Jeanette Acosta,F,10th,Farmer High School,District,77,74
Monica Wheeler,F,10th,Farmer High School,District,83,82
Kayla Hudson,F,9th,Farmer High School,District,72,65
Brittany Lopez,F,9th,Farmer High School,District,63,94
Kelly Patterson,F,12th,Farmer High School,District,62,89
David Jones,M,12th,Farmer High School,District,77,96
William Acevedo DVM,M,11th,Farmer High School,District,65,97
Kimberly Collins,F,11th,Farmer High School,District,99,89
Hannah Smith,F,12th,Farmer High School,District,84,87
Jessica Hernandez,F,11th,Farmer High School,District,99,91
Tammy Orr,F,9th,Farmer High School,District,59,95
Jennifer Garcia,F,10th,Farmer High School,District,74,85
Crystal Adams,F,9th,Farmer High School,District,69,84
William Sanchez,M,11th,Farmer High School,District,62,66
Maria Williams,F,9th,Farmer High School,District,56,93
Travis Davis,M,9th,Farmer High School,District,79,75
Joshua Reynolds,M,10th,Farmer High School,District,58,69
Lawrence Jackson,M,10th,Farmer High School,District,87,94
Jonathan Owens,M,9th,Farmer High School,District,90,97
Jordan Monroe,M,12th,Farmer High School,District,92,84
Virginia Flores,F,12th,Farmer High School,District,65,76
Travis Jones,M,9th,Farmer High School,District,65,86
Angela Meadows,F,10th,Farmer High School,District,85,65
Omar Williamson,M,10th,Farmer High School,District,58,89
Patrick Smith,M,10th,Farmer High School,District,70,86
Dr. Yvette Johns,F,9th,Farmer High School,District,69,70
Ashley Mclaughlin,F,11th,Farmer High School,District,93,79
Ashley Martinez,F,12th,Farmer High School,District,96,90
Mr. Jason Le Jr.,M,10th,Farmer High School,District,60,76
Timothy Hughes,M,9th,Farmer High School,District,62,98
Amy Simmons MD,F,9th,Farmer High School,District,73,74
Steven Rodriguez,M,11th,Farmer High School,District,74,83
Jesus Greene,M,12th,Farmer High School,District,62,88
Suzanne Burns,F,10th,Farmer High School,District,92,72
Stephanie Garcia,F,9th,Farmer High School,District,71,92
Bonnie Taylor,F,12th,Farmer High School,District,79,76
Kevin Hunter,M,9th,Farmer High School,District,63,97
Amanda Brady,F,11th,Farmer High School,District,59,67
Toni Steele,F,9th,Farmer High School,District,71,81
Chelsea Ashley,F,11th,Farmer High School,District,67,78
Ryan Baxter,M,10th,Farmer High School,District,57,87
Robert Bradshaw,M,11th,Farmer High School,District,60,75
Thomas Woods,M,10th,Farmer High School,District,72,79
Andrew Cobb,M,10th,Farmer High School,District,99,93
Heather Henry,F,12th,Farmer High School,District,77,84
Steven Pierce,M,9th,Farmer High School,District,96,92
Karen Smith,F,9th,Farmer High School,District,84,68
Joan Lucas,F,12th,Farmer High School,District,78,83
James Huerta,M,12th,Farmer High School,District,64,78
Robert Peters,M,11th,Farmer High School,District,81,74
Matthew Meadows,M,12th,Farmer High School,District,73,86
Frances Melendez,F,12th,Farmer High School,District,56,99
Justin Williams,M,10th,Farmer High School,District,87,75
Emily Kelley MD,F,10th,Farmer High School,District,69,88
John Baker,M,12th,Farmer High School,District,57,72
Jimmy Shea,M,9th,Farmer High School,District,89,72
Mitchell Horn,M,9th,Farmer High School,District,86,77
Caleb Valdez,M,11th,Farmer High School,District,99,88
Gregory Gallegos,M,11th,Farmer High School,District,64,98
Ryan Chambers,M,12th,Farmer High School,District,80,80
Whitney Nelson,F,10th,Farmer High School,District,78,83
Miguel Sweeney,M,9th,Farmer High School,District,82,83
Joanne Fletcher,F,11th,Farmer High School,District,78,70
Laura Martinez,F,12th,Farmer High School,District,63,79
Angel Morales,F,11th,Farmer High School,District,98,64
Claire Copeland,F,9th,Farmer High School,District,74,73
Richard Parrish,M,11th,Farmer High School,District,77,67
William Pierce,M,10th,Farmer High School,District,64,66
Gregory Rios,M,9th,Farmer High School,District,61,67
Valerie Cooper,F,12th,Farmer High School,District,68,70
Lindsay Harris,F,11th,Farmer High School,District,94,78
Meredith Wells MD,F,12th,Farmer High School,District,77,94
Cassidy Lee,F,9th,Farmer High School,District,95,97
Jerry Morris,M,9th,Farmer High School,District,81,85
Richard Hayes,M,10th,Farmer High School,District,74,97
Caitlin Rogers,F,10th,Farmer High School,District,60,91
Tony Thompson DVM,M,11th,Farmer High School,District,55,72
Cameron Scott,M,11th,Farmer High School,District,69,72
Lisa Chaney,F,10th,Farmer High School,District,68,94
Emily Clark,F,12th,Farmer High School,District,83,66
Jose Rice,M,9th,Farmer High School,District,82,97
Elizabeth Burns,F,9th,Farmer High School,District,91,82
Ryan Johnson,M,11th,Farmer High School,District,92,82
Frederick Werner,M,10th,Farmer High School,District,79,75
Jessica Buchanan,F,12th,Farmer High School,District,91,90
Susan Robinson,F,11th,Farmer High School,District,65,79
Gary Ramos,M,11th,Farmer High School,District,86,80
Edward Martin,M,9th,Farmer High School,District,58,76
Brandon Trujillo,M,11th,Farmer High School,District,85,77
Jasmine Harris,F,11th,Farmer High School,District,78,86
Jennifer King,F,11th,Farmer High School,District,70,90
Mark Clarke,M,9th,Farmer High School,District,98,75
Heather Murphy,F,12th,Farmer High School,District,97,93
Drew Gutierrez,M,10th,Farmer High School,District,67,95
Karen Gibson,F,10th,Farmer High School,District,72,75
Benjamin Huang,M,9th,Farmer High School,District,92,92
Garrett Moreno,M,10th,Farmer High School,District,89,76
Jason Schneider,M,10th,Farmer High School,District,58,76
Donald Dennis,M,11th,Farmer High School,District,97,67
Louis Mckee,M,11th,Farmer High School,District,57,97
Bradley Bailey,M,9th,Farmer High School,District,97,82
Felicia Sanchez,F,12th,Farmer High School,District,68,90
Elizabeth Mann,F,10th,Farmer High School,District,90,97
Juan Martin Jr.,M,9th,Farmer High School,District,56,71
Mary Gordon,F,9th,Farmer High School,District,59,81
Alexis Davis,F,12th,Farmer High School,District,84,85
Tara Miller,F,9th,Farmer High School,District,58,78
Katie Barry,F,9th,Farmer High School,District,75,83
Christina Anderson,F,11th,Farmer High School,District,94,80
Joseph Taylor,M,11th,Farmer High School,District,99,97
Dana Williams,F,12th,Farmer High School,District,80,95
Cynthia Bonilla,F,10th,Farmer High School,District,63,85
Jose Thomas,M,11th,Farmer High School,District,55,80
Gina Jones,F,10th,Farmer High School,District,77,98
Tonya Martin,F,12th,Farmer High School,District,65,93
Nicholas Armstrong,M,10th,Farmer High School,District,59,96
Kelly Velasquez,F,12th,Farmer High School,District,69,87
Anne Williams,F,12th,Farmer High School,District,75,97
Steven Booth,M,9th,Farmer High School,District,80,78
Mark Boyd,M,11th,Farmer High School,District,58,81
Sandra Johnson,F,11th,Farmer High School,District,74,85
Timothy Brooks,M,11th,Farmer High School,District,91,85
Michelle Jones,F,10th,Farmer High School,District,70,67
Justin Melton,M,10th,Farmer High School,District,58,89
Kimberly Moran,F,11th,Farmer High School,District,71,83
Kerry Nguyen,M,12th,Farmer High School,District,59,91
Sarah Barrett,F,11th,Farmer High School,District,76,83
Joseph Hughes,M,10th,Farmer High School,District,98,70
Danielle Wilson,F,11th,Farmer High School,District,59,77
Jared Murphy,M,11th,Farmer High School,District,72,93
Tracy Cole,M,11th,Farmer High School,District,82,67
Steven Allen,M,10th,Farmer High School,District,77,64
Traci Contreras,F,12th,Farmer High School,District,85,95
Randall Maynard,M,9th,Farmer High School,District,95,93
Troy Caldwell,M,10th,Farmer High School,District,57,66
Jay Peterson,M,11th,Farmer High School,District,92,77
Thomas Smith,M,10th,Farmer High School,District,86,93
Kristen Alexander,F,11th,Farmer High School,District,80,90
Jacqueline Morris,F,11th,Farmer High School,District,79,98
Michelle Costa,F,12th,Farmer High School,District,92,89
Mary Orozco,F,12th,Farmer High School,District,68,97
Michael Brown,M,10th,Farmer High School,District,57,70
Sarah Clarke,F,9th,Farmer High School,District,76,86
Antonio Wood,M,10th,Farmer High School,District,89,77
Jacob Swanson II,M,12th,Farmer High School,District,84,97
Betty Carter MD,F,11th,Farmer High School,District,57,64
Brittany Watts,F,10th,Farmer High School,District,79,99
Erika Dunn,F,11th,Farmer High School,District,90,71
Dana Clark MD,F,10th,Farmer High School,District,71,82
Ashley Kirk,F,12th,Farmer High School,District,56,76
Michael Glenn,M,9th,Farmer High School,District,65,71
Charles Reyes,M,12th,Farmer High School,District,65,96
Patricia Miller,F,9th,Farmer High School,District,73,69
Jill Flynn,F,12th,Farmer High School,District,67,79
Michael Moreno,M,10th,Farmer High School,District,74,92
John Brewer,M,11th,Farmer High School,District,88,65
Joseph White,M,9th,Farmer High School,District,66,94
Kimberly Castro,F,9th,Farmer High School,District,71,86
Brandon Gutierrez,M,9th,Farmer High School,District,97,87
Michelle Erickson,F,10th,Farmer High School,District,71,68
Kristen Russell,F,12th,Farmer High School,District,79,65
Jimmy Dean,M,9th,Farmer High School,District,88,66
Linda Lewis,F,9th,Farmer High School,District,81,80
Gregg Simmons,M,11th,Farmer High School,District,97,75
Joshua Everett,M,11th,Farmer High School,District,63,80
James Rush,M,9th,Farmer High School,District,89,96
Brian Allen,M,10th,Farmer High School,District,58,97
David Martinez,M,9th,Farmer High School,District,81,70
Jennifer Morgan,F,12th,Farmer High School,District,99,76
Amanda Dalton,F,9th,Farmer High School,District,96,65
Brian Calderon,M,11th,Farmer High School,District,90,77
Mary Allen,F,9th,Farmer High School,District,75,72
David Moore,M,9th,Farmer High School,District,92,83
Cathy Cain,F,11th,Farmer High School,District,92,92
Andrew Allen,M,12th,Farmer High School,District,64,74
Brent Brown,M,10th,Farmer High School,District,99,81
Thomas James DVM,M,9th,Farmer High School,District,81,77
Luis Austin,M,10th,Farmer High School,District,63,86
Sherry Stone,F,10th,Farmer High School,District,73,99
Jessica Sanchez,F,12th,Farmer High School,District,90,75
Daniel Sanchez,M,11th,Farmer High School,District,74,96
Anthony Martin,M,9th,Farmer High School,District,62,85
Amanda Moore,F,10th,Farmer High School,District,79,67
